time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-06-22T13:32:06.850Z,37.5033333,-118.8956667,0.47,1.22,md,19,211,0.1014,0.06,nc,nc72654236,2016-06-22T18:31:03.087Z,"17km SSE of Mammoth Lakes, California",earthquake,0.41,1.72,0.319,16,reviewed,nc,nc
2016-06-22T13:03:19.210Z,22.7311,94.7091,99.35,4.7,mb,,107,1.028,1.17,us,us200065yc,2016-06-22T13:21:11.102Z,"80km NNW of Monywa, Burma",earthquake,5.8,7,0.083,44,reviewed,us,us
2016-06-22T13:00:13.600Z,18.1965,-65.608,125,2.8,Md,9,162,0.24793502,0.18,pr,pr16174004,2016-06-22T16:37:48.818Z,"7km SE of Aguas Claras, Puerto Rico",earthquake,2.9,1,0,7,reviewed,pr,pr
2016-06-22T12:51:32.000Z,62.3367,-149.9393,7.5,2.8,ml,,,,0.88,ak,ak13678689,2016-06-22T22:10:52.045Z,"8km E of Talkeetna, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-06-22T12:44:48.000Z,32.9625,-115.5648333,6.58,1.22,ml,23,69,0.06096,0.21,ci,ci37610128,2016-06-22T15:01:09.219Z,"4km WSW of Brawley, CA",earthquake,0.28,0.68,0.22,10,reviewed,ci,ci
2016-06-22T12:42:38.620Z,46.8853333,-112.5408333,6.8,1.18,md,19,108,0.192,0.11,mb,mb80156809,2016-06-22T14:15:45.730Z,"13km SE of Lincoln, Montana",earthquake,0.32,1.88,0.175,17,reviewed,mb,mb
2016-06-22T12:38:30.000Z,59.0563,-152.8625,71.7,1.8,ml,,,,0.44,ak,ak13678685,2016-06-22T13:21:07.320Z,"99km SW of Homer, Alaska",earthquake,0.4,0.6,,,automatic,ak,ak
2016-06-22T12:27:59.700Z,34.0586667,-117.2436667,9.24,1.04,ml,47,31,0.06573,0.17,ci,ci37610112,2016-06-22T14:51:03.389Z,"2km NE of Loma Linda, CA",earthquake,0.18,0.52,0.104,31,reviewed,ci,ci
2016-06-22T11:45:13.000Z,64.7265,-147.5084,11,1.7,ml,,,,0.69,ak,ak13678681,2016-06-22T12:43:01.824Z,"8km S of Badger, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-06-22T10:59:59.390Z,0.501,127.0392,88.32,5.2,mb,,47,0.423,0.85,us,us200065xy,2016-06-22T11:20:33.275Z,"47km SW of Kota Ternate, Indonesia",earthquake,2.1,5.2,0.043,175,reviewed,us,us
2016-06-22T10:40:10.810Z,19.4805,-155.6476667,6.505,1.33,md,25,68,0.0479,0.11,hv,hv61306721,2016-06-22T17:08:59.910Z,"22km E of Honaunau-Napoopoo, Hawaii",earthquake,0.3,0.79,0.129,14,reviewed,hv,hv
2016-06-22T09:50:50.820Z,36.6623,-98.7258,3.63,3.3,mb_lg,,39,0.047,0.39,us,us200065xs,2016-06-22T10:02:51.904Z,"16km SSW of Alva, Oklahoma",earthquake,1.9,7.4,0.052,96,reviewed,us,us
2016-06-22T09:44:34.000Z,66.0628,-148.943,7.5,1.3,ml,,,,0.67,ak,ak13678186,2016-06-22T10:17:00.690Z,"141km NNE of Manley Hot Springs, Alaska",earthquake,0.5,0.2,,,automatic,ak,ak
2016-06-22T09:18:24.000Z,62.7602,-150.9503,99.2,1.5,ml,,,,0.44,ak,ak13678184,2016-06-22T09:42:47.332Z,"65km NW of Talkeetna, Alaska",earthquake,1.4,1.2,,,automatic,ak,ak
2016-06-22T08:15:37.000Z,60.597,-148.1606,0,1.5,ml,,,,0.55,ak,ak13678181,2016-06-22T09:08:52.785Z,"34km SE of Whittier, Alaska",earthquake,0.4,0.5,,,automatic,ak,ak
2016-06-22T07:40:47.000Z,61.7717,-149.5774,29.7,1.7,ml,,,,0.67,ak,ak13678178,2016-06-22T08:32:59.617Z,"16km N of Meadow Lakes, Alaska",earthquake,0.2,0.1,,,automatic,ak,ak
2016-06-22T07:40:36.500Z,18.6749,-64.9763,18,2,Md,4,266.4,0.32249519,0.15,pr,pr16174003,2016-06-22T11:29:38.223Z,"37km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.3,0.8,0,4,reviewed,pr,pr
2016-06-22T07:32:53.940Z,33.9443333,-116.8551667,3.73,1.44,ml,61,25,0.06651,0.16,ci,ci37610072,2016-06-22T13:18:04.510Z,"3km NE of Banning, CA",earthquake,0.15,0.49,0.169,27,reviewed,ci,ci
2016-06-22T07:28:26.250Z,34.235,-116.7403333,7.19,1.24,ml,31,70,0.1338,0.2,ci,ci37610064,2016-06-22T13:17:59.470Z,"10km ESE of Big Bear City, CA",earthquake,0.3,1.42,0.16,29,reviewed,ci,ci
2016-06-22T07:23:53.580Z,33.583,-116.827,12.84,1.88,ml,90,24,0.04999,0.16,ci,ci37610056,2016-06-22T14:35:09.850Z,"14km WNW of Anza, CA",earthquake,0.12,0.23,0.159,73,reviewed,ci,ci
2016-06-22T07:10:35.000Z,57.1852,-153.2408,49.3,2.4,ml,,,,0.32,ak,ak13678173,2016-06-22T07:59:38.033Z,"59km SE of Larsen Bay, Alaska",earthquake,1.2,0.5,,,automatic,ak,ak
2016-06-22T06:53:30.210Z,48.115,-122.6728333,17.62,1.47,ml,15,67,0.1763,0.27,uw,uw61171906,2016-06-22T18:23:13.030Z,"6km E of Port Townsend, Washington",earthquake,0.49,1.47,0.258,19,reviewed,uw,uw
2016-06-22T06:45:06.800Z,18.5816,-64.8844,22,2.2,Md,4,244.8,0.23805355,0.05,pr,pr16174002,2016-06-22T07:25:51.876Z,"26km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.8,3.6,0,3,reviewed,pr,pr
2016-06-22T06:37:51.780Z,34.0501667,-116.9011667,18.11,1.09,ml,32,89,0.03253,0.16,ci,ci37610040,2016-06-22T13:16:53.152Z,"13km E of Yucaipa, CA",earthquake,0.24,0.42,0.224,28,reviewed,ci,ci
2016-06-22T06:21:52.190Z,38.8336678,-122.7998352,1.91,1.04,md,11,70,0.008795,0.02,nc,nc72654186,2016-06-22T06:38:03.021Z,"6km W of Cobb, California",earthquake,0.3,0.68,0.07,4,automatic,nc,nc
2016-06-22T06:13:32.000Z,63.0432,-151.5387,0.1,1.4,ml,,,,0.46,ak,ak13678163,2016-06-22T06:48:28.541Z,"108km NW of Talkeetna, Alaska",earthquake,0.2,0.3,,,automatic,ak,ak
2016-06-22T06:09:48.450Z,24.4664,141.1924,209.33,4.7,mb,,79,2.766,1.14,us,us200065xc,2016-06-22T06:25:32.453Z,"37km SSW of Iwo Jima, Japan",earthquake,9,7.4,0.036,228,reviewed,us,us
2016-06-22T05:35:45.000Z,62.5163,-151.2992,12.1,1.1,ml,,,,1,ak,ak13677678,2016-06-22T06:10:25.158Z,"65km WNW of Talkeetna, Alaska",earthquake,0.6,0.5,,,automatic,ak,ak
2016-06-22T05:26:22.060Z,39.7181667,-111.2248333,1.36,1.09,ml,10,103,0.07957,0.1,uu,uu60153472,2016-06-23T19:59:53.080Z,"21km ENE of Fairview, Utah",earthquake,0.68,7.41,0.111,3,reviewed,uu,uu
2016-06-22T05:24:24.140Z,12.1092,-86.4218,186.32,4.5,mb,,135,0.812,0.81,us,us200065x9,2016-06-22T05:40:54.042Z,"10km WSW of Ciudad Sandino, Nicaragua",earthquake,7.9,4.5,0.061,80,reviewed,us,us
2016-06-22T05:17:34.660Z,41.8675,-119.5969,7.2,2.1,ml,4,222.88,0.17,0.1993,nn,nn00548946,2016-06-23T02:36:41.844Z,"71km ESE of Lakeview, Oregon",earthquake,,3.7,0.27,4,reviewed,nn,nn
2016-06-22T05:11:27.760Z,32.9525,-115.5806667,11.14,1.69,ml,26,64,0.05359,0.29,ci,ci37610024,2016-06-22T14:04:14.448Z,"6km WSW of Brawley, CA",earthquake,0.36,0.7,0.16,27,reviewed,ci,ci
2016-06-22T04:58:04.000Z,61.1432,-151.2653,72.7,1.4,ml,,,,1.03,ak,ak13677675,2016-06-22T05:34:54.537Z,"50km N of Nikiski, Alaska",earthquake,0.7,1.3,,,automatic,ak,ak
2016-06-22T04:52:34.170Z,37.4123333,-118.5295,8.25,1.22,md,20,102,0.0649,0.06,nc,nc72654156,2016-06-23T02:46:02.616Z,"8km WNW of West Bishop, California",earthquake,0.48,0.83,0.344,18,reviewed,nc,nc
2016-06-22T04:47:28.000Z,61.6051,-149.9602,41.8,1.1,ml,,,,0.16,ak,ak13677672,2016-06-22T05:34:55.117Z,"8km WSW of Houston, Alaska",earthquake,0.5,1.1,,,automatic,ak,ak
2016-06-22T04:46:43.480Z,38.2296667,-112.7326667,5.3,1.23,ml,14,86,0.08655,0.14,uu,uu60153457,2016-06-23T19:57:46.410Z,"9km WSW of Beaver, Utah",earthquake,0.41,1.17,0.06,2,reviewed,uu,uu
2016-06-22T04:40:13.760Z,34.7,-116.2428333,4.36,1.62,ml,17,65,0.07726,0.14,ci,ci37609872,2016-06-22T15:34:34.056Z,"8km WSW of Ludlow, CA",earthquake,0.22,0.63,0.107,26,reviewed,ci,ci
2016-06-22T03:54:42.280Z,-30.6257,-71.6624,35,4.9,mb,,133,0.794,1.01,us,us200065x1,2016-06-23T16:02:18.000Z,"44km W of Ovalle, Chile",earthquake,2.8,2,0.053,112,reviewed,us,us
2016-06-22T03:54:33.180Z,-30.5869,-71.6703,26.39,4.8,mwr,,132,0.091,0.89,us,us200065ww,2016-06-22T04:13:00.480Z,"45km W of Ovalle, Chile",earthquake,2.7,4.4,0.04,60,reviewed,us,us
2016-06-22T03:49:20.000Z,59.847,-153.354,130.5,2.3,ml,,,,0.91,ak,ak13677656,2016-06-22T04:22:07.427Z,"78km SSW of Redoubt Volcano, Alaska",earthquake,0.5,0.6,,,automatic,ak,ak
2016-06-22T03:30:25.900Z,19.0485,-65.3725,49,2.8,Md,14,244.8,0.74111011,0.37,pr,pr16174000,2016-06-22T04:08:51.211Z,"82km N of Culebra, Puerto Rico",earthquake,3.2,7.9,0,6,reviewed,pr,pr
2016-06-22T03:16:17.000Z,61.7488,-149.0201,28.4,1.9,ml,,,,0.93,ak,ak13677176,2016-06-22T03:41:26.372Z,"10km WSW of Sutton-Alpine, Alaska",earthquake,0.2,0.1,,,automatic,ak,ak
2016-06-22T03:15:35.000Z,62.9989,-151.5395,0.1,1.6,ml,,,,0.51,ak,ak13677173,2016-06-22T03:41:25.759Z,"105km NW of Talkeetna, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-06-22T03:02:53.682Z,40.5449,-119.704,6.3,1,ml,6,174.5,0.242,0.1333,nn,nn00548964,2016-06-23T02:37:04.445Z,"27km W of Gerlach-Empire, Nevada",earthquake,,17.1,0.18,4,reviewed,nn,nn
2016-06-22T03:01:52.000Z,51.2042,-176.2537,26.1,3.7,ml,,,,0.65,ak,ak13677170,2016-06-22T05:36:13.662Z,"80km SSE of Adak, Alaska",earthquake,0.8,2.5,,,reviewed,ak,ak
2016-06-22T02:59:34.100Z,19.038,-64.608,35,2.7,Md,10,291.6,0.61804092,0.1,pr,pr16174001,2016-06-22T04:24:17.572Z,"68km N of Road Town, British Virgin Islands",earthquake,2.8,8.3,0,7,reviewed,pr,pr
2016-06-22T02:42:05.920Z,0.962,97.3949,33.75,5.1,mb,,180,0.384,0.52,us,us200065wl,2016-06-22T03:00:04.621Z,"176km WSW of Sibolga, Indonesia",earthquake,8.4,5.3,0.075,58,reviewed,us,us
2016-06-22T02:37:51.840Z,-16.5348,-173.6833,46.2,4.5,mb,,112,3.193,0.91,us,us200065wp,2016-06-22T03:46:34.193Z,"65km S of Hihifo, Tonga",earthquake,11.3,8.5,0.065,69,reviewed,us,us
2016-06-22T02:30:50.560Z,19.3106667,-156.0211667,45.759,2.06,md,14,283,0.1512,0.14,hv,hv61306386,2016-06-23T20:52:42.730Z,"23km SSW of Captain Cook, Hawaii",earthquake,1.92,3.46,0.044,7,reviewed,hv,hv
2016-06-22T02:28:16.000Z,63.967,-149.6308,6.7,2,ml,,,,0.74,ak,ak13677163,2016-06-22T05:03:06.767Z,"34km WNW of Healy, Alaska",earthquake,0.3,0.2,,,reviewed,ak,ak
2016-06-22T02:22:36.350Z,48.5883333,-123.0758333,12.76,2.2,ml,23,73,0.05941,0.25,uw,uw61171826,2016-06-22T19:24:09.200Z,"7km NW of Friday Harbor, Washington",earthquake,0.4,0.76,0.202,35,reviewed,uw,uw
2016-06-22T02:16:36.000Z,61.4147,-146.1456,24.7,1.9,ml,,,,0.76,ak,ak13677158,2016-06-22T03:02:13.716Z,"33km NNE of Valdez, Alaska",earthquake,0.2,0.1,,,automatic,ak,ak
2016-06-22T02:14:58.970Z,45.9421667,-121.8718333,11.23,1.09,ml,6,313,0.2128,0.11,uw,uw61171821,2016-06-22T19:25:49.130Z,"24km N of Carson, Washington",earthquake,1.19,2.29,0.178,11,reviewed,uw,uw
2016-06-22T02:09:03.900Z,32.9501667,-115.5765,11.27,1.32,ml,13,73,0.05035,0.29,ci,ci37609832,2016-06-22T13:58:55.967Z,"5km SW of Brawley, CA",earthquake,0.61,0.96,0.105,7,reviewed,ci,ci
2016-06-22T01:57:41.140Z,38.8406677,-122.8270035,1.62,1.02,md,14,104,0.006943,0.02,nc,nc72654081,2016-06-22T02:13:03.208Z,"9km WNW of Cobb, California",earthquake,0.23,0.61,0.03,6,automatic,nc,nc
2016-06-22T01:37:26.670Z,0.9757,97.4507,31.51,4.4,mb,,185,0.349,0.81,us,us200065wb,2016-06-22T02:03:00.846Z,"170km WSW of Sibolga, Indonesia",earthquake,10.5,6.2,0.105,26,reviewed,us,us
2016-06-22T01:29:36.047Z,35.96,-114.8522,2.4,1.5,ml,8,203.97,0.234,0.1238,nn,nn00548934,2016-06-23T02:36:26.049Z,"2km SW of Boulder City, Nevada",earthquake,,2.4,1.07,6,reviewed,nn,nn
2016-06-22T01:20:42.000Z,60.114,-153.409,156.8,2.4,ml,,,,0.85,ak,ak13676679,2016-06-22T01:48:32.600Z,"55km SW of Redoubt Volcano, Alaska",earthquake,0.6,0.5,,,automatic,ak,ak
2016-06-22T01:08:12.280Z,33.1538333,-115.6295,7.22,1.49,ml,27,72,0.02628,0.19,ci,ci37609800,2016-06-22T13:54:38.345Z,"11km WNW of Calipatria, CA",earthquake,0.22,0.4,0.236,20,reviewed,ci,ci
2016-06-22T00:44:45.420Z,33.1556667,-115.628,6.86,1.66,ml,22,73,0.02409,0.17,ci,ci37609768,2016-06-22T02:29:28.780Z,"11km WNW of Calipatria, CA",earthquake,0.24,0.39,0.223,37,reviewed,ci,ci
2016-06-22T00:31:16.100Z,16.0902,-94.3949,85.01,4.2,mb,,151,2.177,1.44,us,us200065w3,2016-06-22T01:38:03.615Z,"30km SSE of Ixhuatan, Mexico",earthquake,3.9,10.2,0.083,41,reviewed,us,us
2016-06-22T00:31:04.124Z,37.0229,-116.0004,7.6,1.8,ml,38,64.41,0.027,0.133,nn,nn00548930,2016-06-23T02:36:21.086Z,"68km E of Beatty, Nevada",earthquake,,0.8,0.35,22,reviewed,nn,nn
2016-06-22T00:08:54.000Z,62.9893,-151.634,0.8,1.4,ml,,,,0.62,ak,ak13676205,2016-06-22T00:42:51.131Z,"107km NW of Talkeetna, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-06-22T00:08:33.887Z,38.1425,-118.3619,11,1,ml,10,141.25,0.157,0.103,nn,nn00548927,2016-06-23T02:36:10.476Z,"48km SSE of Hawthorne, Nevada",earthquake,,3,0.41,3,reviewed,nn,nn
2016-06-22T00:03:19.000Z,64.8838,-150.5998,13,1.1,ml,,,,0.75,ak,ak13676204,2016-06-22T00:42:50.523Z,"13km S of Manley Hot Springs, Alaska",earthquake,0.8,0.2,,,automatic,ak,ak
2016-06-21T23:36:24.926Z,41.8614,-119.6351,9.6,1.5,ml,5,121.78,0.151,0.1303,nn,nn00548921,2016-06-22T13:33:11.488Z,"69km ESE of Lakeview, Oregon",earthquake,4.39,3.2,0.21,4,reviewed,nn,nn
2016-06-21T23:32:57.390Z,37.1818,-98.0628,4,2.6,mb_lg,,65,0.043,0.24,us,us200065vm,2016-06-21T23:53:45.934Z,"4km NW of Anthony, Kansas",earthquake,1.8,4,0.077,44,reviewed,us,us
2016-06-21T23:26:20.980Z,47.8831667,-124.2493333,34.11,1.54,ml,8,135,0.1904,0.21,uw,uw61171761,2016-06-22T19:35:47.680Z,"12km SE of Forks, Washington",earthquake,1.1,1.6,0.215,11,reviewed,uw,uw
2016-06-21T23:26:07.430Z,38.7828333,-122.7263333,0.69,1.35,md,25,50,0.008132,0.07,nc,nc72654041,2016-06-22T08:46:03.371Z,"2km ENE of The Geysers, California",earthquake,0.18,0.28,0.092,6,reviewed,nc,nc
2016-06-21T23:25:37.160Z,38.7849998,-122.7313309,0.66,1,md,9,123,0.004569,0.02,nc,nc72654036,2016-06-22T00:05:02.766Z,"2km ENE of The Geysers, California",earthquake,0.34,0.49,0.15,3,automatic,nc,nc
2016-06-21T23:23:20.000Z,60.262,-144.9319,14,1.7,ml,,,,0.37,ak,ak13676200,2016-06-24T00:36:18.391Z,"55km SE of Cordova, Alaska",earthquake,0.3,0.2,,,reviewed,ak,ak
2016-06-21T23:21:06.000Z,55.2518,-161.2018,68.3,1.4,ml,,,,0.23,ak,ak13690121,2016-06-24T00:40:11.566Z,"45km WSW of Sand Point, Alaska",earthquake,2.4,1.2,,,reviewed,ak,ak
2016-06-21T23:09:14.000Z,64.9857,-147.3178,0,1.1,ml,,,,0.39,ak,ak13676198,2016-06-24T00:36:17.705Z,"23km NNE of Badger, Alaska",earthquake,0.2,,,,reviewed,ak,ak
2016-06-21T23:05:20.000Z,63.1151,-151.4977,4.1,1.4,ml,,,,0.74,ak,ak13676196,2016-06-24T00:36:17.073Z,"113km NW of Talkeetna, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-06-21T22:59:02.140Z,32.8823333,-116.2291667,7.95,1.79,ml,42,70,0.1431,0.19,ci,ci37609704,2016-06-21T23:49:59.040Z,"28km NW of Ocotillo, CA",earthquake,0.23,1.26,0.121,44,reviewed,ci,ci
2016-06-21T22:58:35.430Z,32.9593333,-115.5773333,10.84,2.09,ml,33,66,0.05937,0.24,ci,ci37609696,2016-06-21T23:38:51.380Z,"5km WSW of Brawley, CA",earthquake,0.27,0.55,0.147,58,reviewed,ci,ci
2016-06-21T22:56:36.000Z,51.4549,-173.2148,2.4,3.4,ml,,,,0.57,ak,ak13690118,2016-06-24T00:39:59.116Z,"106km SE of Atka, Alaska",earthquake,1.6,2,,,reviewed,ak,ak
2016-06-21T22:53:13.000Z,57.6609,-154.6723,63.4,2,ml,,,,0.43,ak,ak13690117,2016-06-24T00:40:07.674Z,"43km WNW of Larsen Bay, Alaska",earthquake,0.9,0.6,,,reviewed,ak,ak
2016-06-21T22:50:11.000Z,62.2635,-150.8168,63.7,1,ml,,,,0.37,ak,ak13690116,2016-06-24T00:40:04.699Z,"37km W of Talkeetna, Alaska",earthquake,0.4,0.6,,,reviewed,ak,ak
2016-06-21T22:45:22.530Z,32.9628333,-115.5731667,10.28,1.59,ml,20,67,0.06208,0.19,ci,ci37609680,2016-06-22T00:05:49.775Z,"4km WSW of Brawley, CA",earthquake,0.28,0.57,0.126,37,reviewed,ci,ci
2016-06-21T22:37:06.470Z,32.9606667,-115.5748333,5.47,1.14,ml,12,73,0.06022,0.17,ci,ci37609656,2016-06-21T23:55:43.303Z,"5km WSW of Brawley, CA",earthquake,0.37,0.73,0.239,10,reviewed,ci,ci
2016-06-21T22:36:29.380Z,32.9688333,-115.562,8.4,1.58,ml,22,71,0.06719,0.21,ci,ci37609648,2016-06-22T00:11:45.265Z,"3km WSW of Brawley, CA",earthquake,0.28,0.85,0.151,34,reviewed,ci,ci
2016-06-21T22:36:02.000Z,62.506,-151.26,82.4,2.1,ml,,,,0.46,ak,ak13675722,2016-06-24T00:36:16.356Z,"62km WNW of Talkeetna, Alaska",earthquake,0.2,0.4,,,reviewed,ak,ak
2016-06-21T22:30:17.280Z,32.9708333,-115.5706667,9,1.72,ml,25,68,0.0679,0.2,ci,ci37609640,2016-06-21T23:29:46.894Z,"4km WSW of Brawley, CA",earthquake,0.28,0.67,0.153,46,reviewed,ci,ci
2016-06-21T22:21:46.640Z,32.9578333,-115.5778333,10.85,2.17,ml,35,66,0.05802,0.23,ci,ci37609616,2016-06-21T23:16:39.950Z,"5km WSW of Brawley, CA",earthquake,0.23,0.52,0.141,68,reviewed,ci,ci
2016-06-21T22:13:51.980Z,32.9571667,-115.565,8.32,1.33,ml,16,70,0.05566,0.24,ci,ci37609608,2016-06-21T23:07:52.173Z,"4km SW of Brawley, CA",earthquake,0.47,1.09,0.162,17,reviewed,ci,ci
2016-06-21T22:10:50.600Z,18.3078,-66.0046,117,2.7,Md,11,158.4,0.14552708,0.2,pr,pr16173008,2016-06-22T00:46:48.068Z,"5km S of Trujillo Alto, Puerto Rico",earthquake,2.7,1.3,0,8,reviewed,pr,pr
2016-06-21T22:08:13.520Z,36.2758333,-89.4468333,6.54,1.46,md,12,80,0.02525,0.04,nm,nm60121962,2016-06-22T12:57:19.120Z,"3km ENE of Ridgely, Tennessee",earthquake,0.32,0.5,0.132,8,reviewed,nm,nm
2016-06-21T22:07:19.000Z,51.7944,-177.2482,15.7,2.5,ml,,,,0.64,ak,ak13675720,2016-06-24T00:40:13.184Z,"41km WSW of Adak, Alaska",earthquake,0.5,0.2,,,reviewed,ak,ak
2016-06-21T22:01:24.220Z,32.9546667,-115.5671667,5.81,1.61,ml,20,68,0.05333,0.24,ci,ci37609584,2016-06-21T22:53:11.103Z,"4km SW of Brawley, CA",earthquake,0.38,0.81,0.123,23,reviewed,ci,ci
2016-06-21T21:59:36.310Z,32.9656667,-115.5711667,11.48,2.36,ml,35,67,0.06462,0.24,ci,ci37609576,2016-06-21T22:38:31.140Z,"4km WSW of Brawley, CA",earthquake,0.26,0.46,0.13,69,reviewed,ci,ci
2016-06-21T21:58:41.790Z,32.954,-115.5731667,7.89,1.82,ml,26,67,0.05342,0.24,ci,ci37609568,2016-06-21T22:20:53.896Z,"5km SW of Brawley, CA",earthquake,0.34,0.67,0.072,12,reviewed,ci,ci
2016-06-21T21:58:19.730Z,33.1675,-115.633,7.53,1.54,ml,6,129,0.01763,0.29,ci,ci37370293,2016-06-21T22:43:44.858Z,"12km WNW of Calipatria, CA",earthquake,0.91,1.41,0.159,3,reviewed,ci,ci
2016-06-21T21:55:47.400Z,32.9735,-115.5718333,14.76,3.89,mw,80,66,0.06513,0.27,ci,ci37609552,2016-06-22T21:57:23.772Z,"4km W of Brawley, CA",earthquake,0.18,0.35,,6,reviewed,ci,ci
2016-06-21T21:53:48.000Z,61.6958,-149.6263,40.4,1.9,ml,,,,0.48,ak,ak13675712,2016-06-24T00:36:15.403Z,"8km N of Meadow Lakes, Alaska",earthquake,0.2,0.1,,,reviewed,ak,ak
2016-06-21T21:38:39.650Z,44.731,-111.7455,12.17,1.01,md,7,122,0.057,0.09,mb,mb80156709,2016-06-21T23:56:59.680Z,"51km W of West Yellowstone, Montana",earthquake,0.74,0.57,0.131,3,reviewed,mb,mb
2016-06-21T21:20:18.000Z,61.9643,-148.5149,39,1.1,ml,,,,0.47,ak,ak13675709,2016-06-24T00:36:14.781Z,"25km NE of Sutton-Alpine, Alaska",earthquake,0.3,0.3,,,reviewed,ak,ak
2016-06-21T21:19:45.000Z,59.8102,-153.0705,96.6,1.3,ml,,,,0.26,ak,ak13690110,2016-06-24T00:40:02.484Z,"69km W of Anchor Point, Alaska",earthquake,1.8,1.2,,,reviewed,ak,ak
2016-06-21T21:14:59.950Z,49.322,-120.4836667,-0.53,1.8,ml,9,194,0.5673,0.39,uw,uw61171671,2016-06-22T19:41:12.320Z,"15km S of Princeton, Canada",explosion,2.89,31.61,0.08,9,reviewed,uw,uw
2016-06-21T20:45:04.280Z,35.5273333,-84.4633333,18.69,2.33,md,24,47,0.09081,0.11,se,se60121892,2016-06-21T21:18:49.209Z,"8km S of Sweetwater, Tennessee",earthquake,0.2,0.4,0.343,15,reviewed,se,se
2016-06-21T20:43:56.000Z,60.4364,-149.644,28,2.1,ml,,,,0.5,ak,ak13675259,2016-06-24T00:36:14.166Z,"33km NNW of Bear Creek, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-06-21T20:37:20.540Z,38.8188333,-122.7578333,1.82,3.34,ml,89,25,0.01259,0.06,nc,nc72653986,2016-06-22T13:34:49.040Z,"3km W of Cobb, California",earthquake,0.09,0.14,0.22,49,reviewed,nc,nc
2016-06-21T20:23:49.100Z,38.809,-122.7405,1.99,1.41,md,40,53,0.01057,0.05,nc,nc72653981,2016-06-22T04:28:03.619Z,"2km SW of Cobb, California",earthquake,0.18,0.35,0.325,13,reviewed,nc,nc
2016-06-21T20:18:56.880Z,38.7521667,-122.699,1.2,1.75,md,26,76,0.006339,0.09,nc,nc72653976,2016-06-22T07:12:02.130Z,"5km ESE of The Geysers, California",earthquake,0.26,0.3,0.413,9,reviewed,nc,nc
2016-06-21T20:17:03.000Z,61.2974,-152.4379,1.6,2,ml,,,,0.6,ak,ak13675252,2016-06-24T00:36:13.399Z,"91km NW of Nikiski, Alaska",earthquake,0.1,0.1,,,reviewed,ak,ak
2016-06-21T20:08:03.220Z,47.819,-121.6586667,-0.53,1.44,ml,6,172,0.07583,0.06,uw,uw61171651,2016-06-21T20:49:39.940Z,"5km SE of Gold Bar, Washington",explosion,0.5,31.61,0.196,11,reviewed,uw,uw
2016-06-21T20:00:27.000Z,61.2956,-152.4255,4.2,1.5,ml,,,,0.53,ak,ak13674807,2016-06-24T00:37:54.926Z,"91km NW of Nikiski, Alaska",earthquake,0.2,0.1,,,reviewed,ak,ak
2016-06-21T19:58:13.000Z,61.3121,-152.4485,2.4,1.8,ml,,,,0.55,ak,ak13674804,2016-06-24T00:37:52.915Z,"93km NW of Nikiski, Alaska",earthquake,0.1,0.1,,,reviewed,ak,ak
2016-06-21T19:40:39.000Z,51.6796,-176.8424,45.5,1.9,ml,,,,0.25,ak,ak13690105,2016-06-24T00:39:59.476Z,"25km SSW of Adak, Alaska",earthquake,1.8,0.7,,,reviewed,ak,ak
2016-06-21T19:26:23.000Z,58.4586,-150.7138,28.6,2,ml,,,,0.55,ak,ak13690104,2016-06-24T00:39:12.336Z,"124km NE of Kodiak, Alaska",earthquake,1.6,2.6,,,reviewed,ak,ak
2016-06-21T19:24:12.900Z,-23.7043,-179.9106,535.07,4.7,mb,,102,5.796,0.91,us,us200065ua,2016-06-21T20:31:10.305Z,"South of the Fiji Islands",earthquake,10.8,6,0.036,239,reviewed,us,us
2016-06-21T19:18:13.460Z,-5.2212,130.6609,44.24,4.6,mb,,45,2.781,0.78,us,us200065u1,2016-06-21T19:46:26.774Z,"236km WNW of Tual, Indonesia",earthquake,7.9,7.7,0.079,48,reviewed,us,us
2016-06-21T19:14:36.250Z,35.0013333,-118.1958333,-0.82,1.06,ml,16,52,0.1201,0.19,ci,ci37609416,2016-06-23T00:12:15.340Z,"6km SSW of Mojave, CA",quarry blast,0.42,31.61,0.19,5,reviewed,ci,ci
2016-06-21T19:01:34.700Z,39.0688333,-123.4708333,2.46,1.55,md,10,83,0.05987,0.03,nc,nc72653956,2016-06-22T01:45:03.097Z,"11km NW of Boonville, California",earthquake,0.21,1.64,0.209,11,reviewed,nc,nc
2016-06-21T19:01:16.000Z,51.8758,178.6618,105.4,2.7,ml,,,,0.27,ak,ak13674789,2016-06-24T00:40:06.066Z,"13km SE of Little Sitkin Island, Alaska",earthquake,1.4,1.2,,,reviewed,ak,ak
