time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-06-20T14:41:05.160Z,19.2413333,-155.1146667,39.367,1.83,md,40,204,0.04634,0.08,hv,hv61304331,2016-06-20T21:14:30.990Z,"24km SSE of Volcano, Hawaii",earthquake,0.77,0.81,0.122,21,reviewed,hv,hv
2016-06-20T14:20:50.680Z,36.2243333,-118.3086667,5.77,1.11,ml,12,86,0.07221,0.12,ci,ci37393063,2016-06-21T20:17:33.555Z,"28km WSW of Olancha, CA",earthquake,0.26,0.45,0.412,8,reviewed,ci,ci
2016-06-20T14:12:51.890Z,36.231,-120.3208333,8.82,1.97,md,45,118,0.02544,0.08,nc,nc72653471,2016-06-21T23:06:02.594Z,"10km NNE of Coalinga, California",earthquake,0.34,0.22,0.049,6,reviewed,nc,nc
2016-06-20T14:03:52.195Z,37.4662,-118.3723,6.9,1,ml,17,93.22,0.127,0.1736,nn,nn00548664,2016-06-21T02:36:07.162Z,"9km NNE of Dixon Lane-Meadow Creek, California",earthquake,,1.8,0.42,6,reviewed,nn,nn
2016-06-20T14:03:52.010Z,37.4628333,-118.3796667,10.81,1.36,md,25,129,0.05154,0.06,nc,nc72653466,2016-06-22T01:38:02.080Z,"9km NNE of Dixon Lane-Meadow Creek, California",earthquake,0.49,0.67,0.196,22,reviewed,nc,nc
2016-06-20T13:59:38.560Z,33.4926667,-116.4786667,14.26,1,ml,26,99,0.05383,0.13,ci,ci37141780,2016-06-21T15:46:50.644Z,"19km ESE of Anza, CA",earthquake,0.22,0.39,0.126,11,reviewed,ci,ci
2016-06-20T13:59:08.680Z,33.4715,-116.4876667,9.86,1.27,ml,51,64,0.07322,0.19,ci,ci37393015,2016-06-21T15:39:40.230Z,"20km ESE of Anza, CA",earthquake,0.18,0.33,0.164,36,reviewed,ci,ci
2016-06-20T13:49:22.170Z,36.2303333,-120.3251667,8.91,2.02,md,50,116,0.02367,0.07,nc,nc72653451,2016-06-22T00:42:03.542Z,"10km NNE of Coalinga, California",earthquake,0.2,0.14,0.144,48,reviewed,nc,nc
2016-06-20T13:41:52.990Z,-15.9657,167.5168,62.51,5,mb,,60,5.496,1.02,us,us200065i3,2016-06-20T14:35:15.981Z,"18km NE of Norsup, Vanuatu",earthquake,8.9,4.3,0.056,102,reviewed,us,us
2016-06-20T12:57:25.230Z,35.8408333,-121.3915,6.71,1.7,md,20,192,0.0588,0.04,nc,nc72653446,2016-06-21T04:52:02.736Z,"28km NW of San Simeon, California",earthquake,0.39,0.3,0.191,26,reviewed,nc,nc
2016-06-20T12:51:18.100Z,33.9276667,-118.8508333,5.51,1.73,ml,15,219,0.1319,0.25,ci,ci37392951,2016-06-20T13:24:30.265Z,"9km SSW of Malibu, CA",earthquake,1.22,2.4,0.29,21,reviewed,ci,ci
2016-06-20T12:49:37.100Z,-20.6751,168.5473,10,5.2,mb,,85,0.935,1.19,us,us200065hm,2016-06-20T13:06:00.962Z,"118km NE of Tadine, New Caledonia",earthquake,6.9,1.9,0.094,37,reviewed,us,us
2016-06-20T12:49:24.750Z,36.3991667,-117.5273333,-1.84,2.02,ml,25,49,0.2357,0.34,ci,ci37392943,2016-06-21T02:35:58.791Z,"41km WSW of Stovepipe Wells, CA",earthquake,0.44,1.18,0.168,37,reviewed,ci,ci
2016-06-20T12:40:38.000Z,62.2355,-151.0252,73.2,1.6,ml,,,,0.39,ak,ak13668213,2016-06-20T13:14:40.028Z,"48km WSW of Talkeetna, Alaska",earthquake,0.4,0.8,,,automatic,ak,ak
2016-06-20T11:28:07.910Z,37.424,-118.5178333,12.97,1.28,md,20,101,0.07098,0.05,nc,nc72653401,2016-06-21T02:35:50.505Z,"9km NW of West Bishop, California",earthquake,0.34,0.91,0.224,18,reviewed,nc,nc
2016-06-20T11:19:47.000Z,63.7344,-147.7927,0,1.2,ml,,,,0.52,ak,ak13667809,2016-06-20T12:07:38.760Z,"59km ESE of Healy, Alaska",earthquake,0.2,0.3,,,automatic,ak,ak
2016-06-20T11:18:46.120Z,11.435,141.826,32.58,4.8,mb,,79,3.662,0.82,us,us200065h9,2016-06-20T12:19:43.683Z,"233km NE of Fais, Micronesia",earthquake,12.7,6.9,0.067,69,reviewed,us,us
2016-06-20T11:15:01.350Z,39.0245,-123.4671667,0.62,1.2,md,7,101,0.06093,0.04,nc,nc72653396,2016-06-21T20:45:04.165Z,"8km W of Boonville, California",earthquake,0.63,2.74,0.12,7,reviewed,nc,nc
2016-06-20T11:11:30.280Z,44.8136667,-113.0921667,3.55,1.54,ml,13,141,0.174,0.1,mb,mb80156369,2016-06-21T14:01:11.160Z,"44km WNW of Lima, Montana",earthquake,0.46,6.65,0.093,6,reviewed,mb,mb
2016-06-20T10:53:56.030Z,38.8178333,-122.761,1.9,1.19,md,42,43,0.01441,0.06,nc,nc72653386,2016-06-21T22:21:03.447Z,"3km W of Cobb, California",earthquake,0.12,0.19,0.121,11,reviewed,nc,nc
2016-06-20T10:49:43.180Z,34.0785,-118.4131667,11.19,1.18,ml,20,117,0.04439,0.12,ci,ci37392887,2016-06-20T13:25:37.580Z,"1km WNW of Beverly Hills, CA",earthquake,0.43,0.37,0.167,31,reviewed,ci,ci
2016-06-20T10:39:26.000Z,59.3491,-153.5742,116.9,2.4,ml,,,,0.39,ak,ak13667798,2016-06-20T11:34:03.385Z,"88km ESE of Old Iliamna, Alaska",earthquake,0.4,0.5,,,automatic,ak,ak
2016-06-20T10:39:05.000Z,61.119,-150.6317,33.9,2,ml,,,,0.56,ak,ak13667799,2016-06-20T11:34:02.305Z,"40km WSW of Anchorage, Alaska",earthquake,0.6,0.4,,,automatic,ak,ak
2016-06-20T10:38:39.510Z,38.8248329,-122.8444977,1.43,1.02,md,11,142,0.007592,0.02,nc,nc72653376,2016-06-20T11:14:03.256Z,"9km NW of The Geysers, California",earthquake,0.3,0.41,0.16,5,automatic,nc,nc
2016-06-20T10:29:09.770Z,34.1381667,-116.4246667,2.87,1.85,ml,53,52,0.07449,0.18,ci,ci37392879,2016-06-20T13:25:46.350Z,"3km NNE of Yucca Valley, CA",earthquake,0.18,0.45,0.136,27,reviewed,ci,ci
2016-06-20T09:33:08.622Z,38.3999,-118.7933,15.1,1.2,ml,4,279.61,0.271,0.0041,nn,nn00548730,2016-06-21T02:37:23.025Z,"20km SW of Hawthorne, Nevada",earthquake,,34.3,0.09,2,reviewed,nn,nn
2016-06-20T09:32:53.000Z,38.3853,-118.8437,15.5,1.1,ml,5,289.25,0.298,0.0367,nn,nn00548728,2016-06-21T02:37:20.101Z,"24km SW of Hawthorne, Nevada",earthquake,,20.6,0.05,2,reviewed,nn,nn
2016-06-20T09:28:05.710Z,19.3146667,-155.2165,6.759,1.37,md,42,85,0.03414,0.09,hv,hv61304246,2016-06-20T18:41:30.470Z,"13km S of Volcano, Hawaii",earthquake,0.27,0.59,0.166,18,reviewed,hv,hv
2016-06-20T09:12:30.081Z,38.3801,-118.9063,8.1,1.3,ml,19,48.93,0.332,0.1942,nn,nn00548649,2016-06-21T02:35:47.481Z,"29km WSW of Hawthorne, Nevada",earthquake,,2.4,0.23,5,reviewed,nn,nn
2016-06-20T09:03:20.770Z,19.3176667,-155.2135,6.956,3.57,ml,47,86,0.03774,0.08,hv,hv61304231,2016-06-20T16:36:39.428Z,"12km SSE of Volcano, Hawaii",earthquake,0.24,0.47,0.247,33,reviewed,hv,hv
2016-06-20T09:00:56.000Z,61.69,-149.9323,33.6,1.3,ml,,,,0.31,ak,ak13667398,2016-06-20T09:47:28.403Z,"8km SE of Willow, Alaska",earthquake,0.6,0.3,,,automatic,ak,ak
2016-06-20T08:52:45.900Z,19.3061,-64.988,19,2,Md,3,331.2,0.94862094,0.2,pr,pr16172008,2016-06-20T12:35:43.192Z,"105km NNW of Road Town, British Virgin Islands",earthquake,8.3,16.6,0,3,reviewed,pr,pr
2016-06-20T08:50:46.510Z,36.4382,-98.7296,4.34,3.7,mb_lg,,40,0.013,0.6,us,us200065gx,2016-06-20T10:52:34.751Z,"29km NW of Fairview, Oklahoma",earthquake,2.3,6.4,0.05,105,reviewed,us,us
2016-06-20T08:49:40.000Z,63.2376,-136.696,22.8,2.8,ml,,,,0.88,ak,ak13667006,2016-06-20T18:50:57.500Z,"56km SW of Mayo, Canada",earthquake,0.3,0.1,,,reviewed,ak,ak
2016-06-20T08:48:26.600Z,18.7903,-65.0419,12,2.2,Md,3,302.4,0.44376775,0.14,pr,pr16172007,2016-06-20T12:33:52.129Z,"51km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.5,9.7,0,3,reviewed,pr,pr
2016-06-20T08:47:46.040Z,33.7855,-116.036,8.83,1.05,ml,36,73,0.1355,0.23,ci,ci37392847,2016-06-20T13:27:54.710Z,"17km NE of Coachella, CA",earthquake,0.34,1.27,0.171,26,reviewed,ci,ci
2016-06-20T08:34:22.610Z,-23.9986,-66.7364,219.74,4.5,mb,,83,1.685,1.38,us,us200065gt,2016-06-20T08:55:44.597Z,"48km WNW of San Antonio de los Cobres, Argentina",earthquake,8.6,8.5,0.067,65,reviewed,us,us
2016-06-20T08:33:12.800Z,47.9511667,-119.7671667,11.24,1.29,ml,9,92,0.03408,0.16,uw,uw61170691,2016-06-20T18:26:05.740Z,"9km SW of Bridgeport, Washington",earthquake,0.83,0.51,0.104,9,reviewed,uw,uw
2016-06-20T08:20:56.986Z,38.38,-118.9083,8.6,1.4,ml,23,48.99,0.332,0.1525,nn,nn00548647,2016-06-21T02:35:45.385Z,"29km WSW of Hawthorne, Nevada",earthquake,,4.8,0.31,10,reviewed,nn,nn
2016-06-20T08:14:57.420Z,39.9271667,-120.4561667,8.75,1.74,md,13,110,0.08221,0.03,nc,nc72653356,2016-06-21T02:35:43.030Z,"12km N of Portola, California",earthquake,0.23,0.58,0.498,15,reviewed,nc,nc
2016-06-20T08:11:15.953Z,38.3781,-118.9007,10.1,1.2,ml,15,88.65,0.329,0.1526,nn,nn00548642,2016-06-21T02:35:40.799Z,"29km SW of Hawthorne, Nevada",earthquake,,4.7,0,2,reviewed,nn,nn
2016-06-20T08:06:26.170Z,32.3976,137.9325,344.81,4.3,mb,,79,1.739,0.77,us,us200065gq,2016-06-20T10:33:24.940Z,"190km WSW of Hachijo-jima, Japan",earthquake,9.5,7.7,0.048,121,reviewed,us,us
2016-06-20T08:04:38.313Z,38.3734,-118.9034,11.4,2.2,ml,33,56.03,0.137,0.144,nn,nn00548641,2016-06-21T16:58:24.016Z,"29km SW of Hawthorne, Nevada",earthquake,,1.4,0.35,15,reviewed,nn,nn
2016-06-20T08:04:14.180Z,19.4106674,-155.2839966,2.61,1.94,md,16,72,0.003204,0.24,hv,hv61304151,2016-06-20T16:59:08.370Z,"5km WSW of Volcano, Hawaii",earthquake,0.33,0.34,0.12,10,reviewed,hv,hv
2016-06-20T08:03:27.000Z,62.1793,-150.2596,48.5,1.4,ml,,,,0.42,ak,ak13666996,2016-06-20T08:37:18.190Z,"17km SSW of Talkeetna, Alaska",earthquake,0.8,0.7,,,automatic,ak,ak
2016-06-20T07:55:33.348Z,38.3761,-118.8936,13.8,1.3,ml,17,87.75,0.325,0.1107,nn,nn00548639,2016-06-21T02:35:27.391Z,"28km SW of Hawthorne, Nevada",earthquake,,4.8,0.16,3,reviewed,nn,nn
2016-06-20T07:53:30.430Z,24.8853,121.9164,113.8,4.4,mb,,37,0.39,0.85,us,us200065gk,2016-06-20T09:44:39.688Z,"21km NE of Yilan, Taiwan",earthquake,6.6,5.6,0.075,51,reviewed,us,us
2016-06-20T07:45:07.633Z,38.3769,-118.8955,13.3,1.8,ml,20,56.47,0.327,0.1486,nn,nn00548675,2016-06-21T02:36:10.975Z,"28km SW of Hawthorne, Nevada",earthquake,,4,0.35,8,reviewed,nn,nn
2016-06-20T07:44:51.000Z,19.3015,-64.9213,12,2.2,Md,3,327.6,0.94412936,0.09,pr,pr16172006,2016-06-20T12:32:31.877Z,"103km NNW of Road Town, British Virgin Islands",earthquake,6.2,8.8,0,3,reviewed,pr,pr
2016-06-20T07:43:57.838Z,38.3762,-118.906,10.2,1.9,ml,25,48.9,0.328,0.1541,nn,nn00548636,2016-06-21T16:55:38.216Z,"29km SW of Hawthorne, Nevada",earthquake,,2.5,0.53,12,reviewed,nn,nn
2016-06-20T07:38:58.380Z,33.9346667,-116.8425,4.45,1.24,ml,65,23,0.05286,0.14,ci,ci37392783,2016-06-20T17:50:01.610Z,"3km ENE of Banning, CA",earthquake,0.12,0.31,0.168,54,reviewed,ci,ci
2016-06-20T07:30:23.580Z,38.816,-122.8066667,3.45,1.51,md,48,62,0.007849,0.05,nc,nc72653326,2016-06-22T03:22:03.420Z,"6km NW of The Geysers, California",earthquake,0.19,0.29,0.203,17,reviewed,nc,nc
2016-06-20T07:14:47.000Z,62.5126,-151.0352,68.1,1.8,ml,,,,0.75,ak,ak13666992,2016-06-20T08:00:15.829Z,"52km WNW of Talkeetna, Alaska",earthquake,0.3,0.6,,,automatic,ak,ak
2016-06-20T05:56:25.200Z,18.5568,-64.2778,56,2.2,Md,4,345.6,0.35034296,0.18,pr,pr16172005,2016-06-20T07:47:01.280Z,"39km ENE of Road Town, British Virgin Islands",earthquake,9.6,2.1,0,3,reviewed,pr,pr
2016-06-20T05:46:40.780Z,34.9776667,-118.8883333,16.76,1.05,ml,14,111,0.06933,0.09,ci,ci37392751,2016-06-20T16:38:59.741Z,"5km NE of Grapevine, CA",earthquake,0.25,0.49,0.06,8,reviewed,ci,ci
2016-06-20T05:37:37.850Z,19.4058342,-155.2901611,1.99,1.53,ml,17,82,0.009325,0.16,hv,hv61303931,2016-06-20T17:02:14.190Z,"6km WSW of Volcano, Hawaii",earthquake,0.35,0.42,0.48,4,reviewed,hv,hv
2016-06-20T05:35:20.220Z,36.1215,-120.2923333,10.04,1.37,md,34,91,0.06911,0.07,nc,nc72653321,2016-06-22T00:13:02.804Z,"6km ESE of Coalinga, California",earthquake,0.32,0.3,0.158,14,reviewed,nc,nc
2016-06-20T05:34:27.000Z,59.8685,-150.5274,45.1,2.1,ml,,,,0.57,ak,ak13666987,2016-06-20T06:21:29.630Z,"45km ENE of Fritz Creek, Alaska",earthquake,1.2,1.2,,,automatic,ak,ak
2016-06-20T05:23:18.580Z,38.8071667,-122.8243333,2.23,1.85,md,52,62,0.004149,0.07,nc,nc72653316,2016-06-21T22:35:03.496Z,"6km WNW of The Geysers, California",earthquake,0.13,0.17,0.203,19,reviewed,nc,nc
2016-06-20T05:19:18.000Z,60.1585,-151.8947,95.4,1.5,ml,,,,0.68,ak,ak13666985,2016-06-20T05:52:36.121Z,"40km SW of Cohoe, Alaska",earthquake,1.2,1.9,,,automatic,ak,ak
2016-06-20T04:48:45.520Z,44.7336667,-111.7456667,11.63,1.09,ml,12,70,0.057,0.12,mb,mb80156334,2016-06-22T15:23:01.210Z,"51km W of West Yellowstone, Montana",earthquake,0.49,0.39,0.035,3,reviewed,mb,mb
2016-06-20T04:41:12.120Z,33.2493333,-116.8005,8.69,1.05,ml,35,48,0.03743,0.15,ci,ci37392735,2016-06-20T13:46:34.850Z,"4km WNW of Lake Henshaw, CA",earthquake,0.2,0.54,0.114,25,reviewed,ci,ci
2016-06-20T04:35:23.850Z,44.7423333,-111.7535,10.08,3.4,ml,57,60,0.064,0.17,mb,mb80156324,2016-06-20T13:53:35.375Z,"54km W of West Yellowstone, Montana",earthquake,0.23,0.41,0.283,29,reviewed,mb,mb
2016-06-20T04:33:26.000Z,62.5849,-151.503,90.8,2.4,ml,,,,0.8,ak,ak13666978,2016-06-20T05:14:57.846Z,"77km WNW of Talkeetna, Alaska",earthquake,0.4,0.8,,,automatic,ak,ak
2016-06-20T04:33:18.670Z,34.305,-116.9176667,2.2,1.81,ml,72,24,0.04267,0.14,ci,ci37392727,2016-06-20T18:20:15.220Z,"7km N of Big Bear Lake, CA",earthquake,0.12,0.26,0.157,83,reviewed,ci,ci
2016-06-20T04:30:06.000Z,59.8577,-152.9502,100.1,1.3,ml,,,,0.35,ak,ak13666976,2016-06-20T05:14:57.215Z,"63km W of Anchor Point, Alaska",earthquake,1,1.1,,,automatic,ak,ak
2016-06-20T04:21:14.710Z,34.3051667,-116.9191667,1.4,3.08,ml,109,24,0.04278,0.16,ci,ci37392719,2016-06-23T01:31:12.040Z,"7km N of Big Bear Lake, CA",earthquake,0.09,0.25,0.195,207,reviewed,ci,ci
2016-06-20T04:16:01.100Z,18.1644,-64.9479,21,2.5,Md,11,208.8,0.18595126,0.31,pr,pr16172001,2016-06-20T04:29:13.178Z,"19km S of Charlotte Amalie, U.S. Virgin Islands",earthquake,3,4,0,8,reviewed,pr,pr
2016-06-20T04:04:29.000Z,61.7706,-150.3337,45.1,2.7,ml,,,,0.54,ak,ak13666573,2016-06-20T04:44:07.808Z,"15km W of Willow, Alaska",earthquake,0.3,0.8,,,automatic,ak,ak
2016-06-20T04:03:00.000Z,53.9985,-164.1205,23.1,2.8,ml,,,,0.6,ak,ak13666574,2016-06-20T18:50:50.404Z,"105km SSW of False Pass, Alaska",earthquake,2.4,0.8,,,reviewed,ak,ak
2016-06-20T03:57:47.300Z,18.4596,-65.6443,15,2.5,Md,4,205.2,0.27488448,0.34,pr,pr16172004,2016-06-20T07:46:25.432Z,"12km NE of Luquillo, Puerto Rico",earthquake,2,3.6,0,3,reviewed,pr,pr
2016-06-20T03:57:05.460Z,37.5396667,-118.8726667,6.42,1.19,md,26,98,0.06104,0.05,nc,nc72653276,2016-06-21T21:37:03.281Z,"14km SE of Mammoth Lakes, California",earthquake,0.22,0.7,0.187,20,reviewed,nc,nc
2016-06-20T03:50:54.570Z,-20.224,168.7298,10,6,mwc,,20,1.411,1.38,us,us200065g0,2016-06-22T15:14:34.000Z,"93km SW of Isangel, Vanuatu",earthquake,7.3,1.7,0.051,37,reviewed,us,us
2016-06-20T03:48:53.740Z,38.8173332,-122.7608337,1.41,1.19,md,17,43,0.01491,0.04,nc,nc72653266,2016-06-20T04:48:03.193Z,"3km W of Cobb, California",earthquake,0.22,0.42,0.2,4,automatic,nc,nc
2016-06-20T03:44:19.900Z,18.27,-64.6276,11,2.1,Md,4,270,0.14552708,0.05,pr,pr16172003,2016-06-20T07:45:20.868Z,"16km S of Road Town, British Virgin Islands",earthquake,1.1,0.6,0,3,reviewed,pr,pr
2016-06-20T03:41:13.000Z,61.3895,-150.5008,5.1,1.9,ml,,,,0.74,ak,ak13666564,2016-06-20T04:42:49.568Z,"32km WSW of Big Lake, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-06-20T03:27:31.000Z,63.7324,-147.7404,0,1.8,ml,,,,0.6,ak,ak13666559,2016-06-20T04:03:23.694Z,"61km ESE of Healy, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-06-20T03:06:14.000Z,61.7299,-148.5993,31.8,1,ml,,,,0.44,ak,ak13666554,2016-06-20T04:03:26.056Z,"15km ESE of Sutton-Alpine, Alaska",earthquake,0.5,0.1,,,automatic,ak,ak
2016-06-20T02:22:33.500Z,18.9911,-68.6064,177,3.4,Md,15,334.8,1.50916968,0.5,pr,pr16172002,2016-06-20T04:36:25.248Z,"38km N of Otra Banda, Dominican Republic",earthquake,8.8,5.3,0,9,reviewed,pr,pr
2016-06-20T02:18:55.575Z,38.7122,-119.6211,10.6,1.2,ml,18,104.31,0.377,0.1708,nn,nn00548626,2016-06-21T02:35:05.315Z,"22km SSE of Gardnerville Ranchos, Nevada",earthquake,,3.1,0.26,14,reviewed,nn,nn
2016-06-20T02:10:41.000Z,63.5314,-151.1092,8.3,2,ml,,,,0.76,ak,ak13666540,2016-06-20T02:46:55.395Z,"108km W of Cantwell, Alaska",earthquake,0.5,0.3,,,automatic,ak,ak
2016-06-20T02:10:35.250Z,2.0536,93.5581,30.63,4.6,mb,,173,4.084,0.47,us,us200065fr,2016-06-21T02:24:22.181Z,"Off the west coast of northern Sumatra",earthquake,7.6,5.4,0.114,23,reviewed,us,us
2016-06-20T02:09:45.000Z,63.7357,-147.7432,0,1.4,ml,,,,0.32,ak,ak13666538,2016-06-20T02:46:52.953Z,"61km ESE of Healy, Alaska",earthquake,0.2,0.4,,,automatic,ak,ak
2016-06-20T01:49:02.200Z,17.8565,-67.1761,3,1.6,Md,3,324,0.16169675,0.09,pr,pr16172000,2016-06-20T04:08:42.349Z,"13km S of Pole Ojea, Puerto Rico",earthquake,0.8,9.6,0,2,reviewed,pr,pr
2016-06-20T01:42:51.170Z,32.9045,-115.494,7.63,1.5,ml,20,84,0.0562,0.18,ci,ci37392615,2016-06-20T18:48:00.111Z,"9km SSE of Brawley, CA",earthquake,0.34,0.46,0.148,21,reviewed,ci,ci
2016-06-20T01:31:21.390Z,-30.226,-72.0803,11.5,4.5,mb,,152,0.589,0.86,us,us200065fp,2016-06-21T02:12:29.040Z,"77km WSW of Coquimbo, Chile",earthquake,5.9,4.9,0.15,13,reviewed,us,us
2016-06-20T01:26:06.460Z,19.4106674,-155.2799988,5.06,1.77,ml,10,56,0.001614,0.22,hv,hv61303736,2016-06-20T17:03:15.190Z,"4km WSW of Volcano, Hawaii",earthquake,0.85,1.35,0.17,6,reviewed,hv,hv
2016-06-20T01:25:38.360Z,52.252,-169.3746,44.15,4,mb,,188,0.654,1.37,us,us200065fm,2016-06-20T04:03:25.381Z,"83km SSW of Nikolski, Alaska",earthquake,8.4,13,0.076,47,reviewed,us,us
2016-06-20T01:23:03.510Z,38.5051667,-122.6543333,5.77,1.44,md,18,49,0.0704,0.07,nc,nc72653221,2016-06-21T02:30:03.290Z,"8km NE of Santa Rosa, California",earthquake,0.26,1.14,0.236,16,reviewed,nc,nc
2016-06-20T00:59:54.670Z,3.5008,127.9003,84.13,4.5,mb,,138,2.762,1.08,us,us200065fj,2016-06-20T01:22:19.314Z,"196km N of Tobelo, Indonesia",earthquake,10.6,10.1,0.145,14,reviewed,us,us
2016-06-20T00:39:43.850Z,23.1147,121.5753,10,4.3,mwr,,38,0.376,1.07,us,us200065fh,2016-06-20T01:10:56.783Z,"59km NE of Taitung City, Taiwan",earthquake,4.4,1.9,0.061,26,reviewed,us,us
2016-06-20T00:29:58.680Z,38.8198333,-122.8411667,2.26,1.66,md,49,71,0.005807,0.05,nc,nc72653201,2016-06-21T22:54:04.540Z,"8km WNW of The Geysers, California",earthquake,0.12,0.17,0.07,17,reviewed,nc,nc
2016-06-19T23:56:55.900Z,-30.6967,-177.4051,10,4.6,mb,,131,1.516,1.27,us,us200065fc,2016-06-20T01:16:53.742Z,"164km ENE of L'Esperance Rock, New Zealand",earthquake,8.4,1.8,0.107,26,reviewed,us,us
2016-06-19T23:54:41.000Z,51.5276,-175.5345,21.4,1.2,ml,,,,0.13,ak,ak13680815,2016-06-22T20:42:10.836Z,"87km ESE of Adak, Alaska",earthquake,10.4,5.6,,,reviewed,ak,ak
2016-06-19T23:50:38.000Z,61.0564,-151.9401,86,1.6,ml,,,,0.43,ak,ak13665765,2016-06-22T20:42:08.150Z,"53km NW of Nikiski, Alaska",earthquake,0.3,0.4,,,reviewed,ak,ak
2016-06-19T23:30:45.900Z,19.482,-65.23,70,3.4,Md,11,284.4,1.15433514,0.31,pr,pr16171012,2016-06-20T03:39:12.860Z,"130km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.6,10.6,0,6,reviewed,pr,pr
2016-06-19T23:13:44.780Z,-5.6761,-11.5305,10,5.4,mb,,30,3.594,0.95,us,us200065f4,2016-06-21T16:05:48.040Z,"Ascension Island region",earthquake,8.7,1.8,0.03,388,reviewed,us,us
2016-06-19T23:12:48.000Z,64.9772,-147.3448,0,1.3,ml,,,,0.35,ak,ak13665761,2016-06-22T20:38:50.609Z,"21km NNE of Badger, Alaska",earthquake,0.2,,,,reviewed,ak,ak
2016-06-19T23:01:17.000Z,62.1605,-149.6168,47.1,1.2,ml,,,,0.61,ak,ak13680811,2016-06-22T20:42:36.397Z,"12km E of Y, Alaska",earthquake,0.4,1,,,reviewed,ak,ak
2016-06-19T22:53:14.000Z,52.0205,-175.0846,73.3,1.7,ml,,,,0.18,ak,ak13665386,2016-06-22T20:39:51.244Z,"63km WSW of Atka, Alaska",earthquake,2.5,0.7,,,reviewed,ak,ak
2016-06-19T22:52:23.790Z,-5.6411,-11.6013,10,4.8,mb,,45,3.562,1.2,us,us200065f3,2016-06-19T23:13:45.333Z,"Ascension Island region",earthquake,7.5,1.9,0.111,25,reviewed,us,us
2016-06-19T22:38:03.000Z,63.4548,-155.1013,6.8,2,ml,,,,0.6,ak,ak13665384,2016-06-22T20:38:55.249Z,"60km NNE of McGrath, Alaska",earthquake,0.4,0.2,,,reviewed,ak,ak
2016-06-19T22:33:17.000Z,60.3201,-143.0749,15.7,1.2,ml,,,,0.19,ak,ak13665383,2016-06-22T20:42:03.420Z,"45km NW of Cape Yakataga, Alaska",earthquake,0.3,0.4,,,reviewed,ak,ak
2016-06-19T22:24:47.000Z,62.9282,-151.278,103.7,1.3,ml,,,,0.39,ak,ak13680806,2016-06-22T20:42:01.328Z,"90km NW of Talkeetna, Alaska",earthquake,0.4,0.4,,,reviewed,ak,ak
2016-06-19T22:17:32.439Z,39.5518,-115.8833,0.1,1.6,ml,5,142.07,0.963,0.2809,nn,nn00548615,2016-06-20T03:10:27.672Z,"7km ENE of Eureka, Nevada",earthquake,6.85,7.7,0.15,4,reviewed,nn,nn
2016-06-19T22:15:45.000Z,53.9198,-166.2783,6.3,1.5,ml,,,,0.6,ak,ak13665381,2016-06-22T20:40:21.556Z,"17km ENE of Unalaska, Alaska",earthquake,0.6,0.6,,,reviewed,ak,ak
2016-06-19T22:15:35.930Z,38.8199997,-122.7636642,1.85,1.1,md,18,65,0.01154,0.03,nc,nc72653181,2016-06-19T23:20:03.678Z,"3km W of Cobb, California",earthquake,0.24,0.42,0.09,6,automatic,nc,nc
2016-06-19T22:14:06.320Z,47.9365,-119.7713333,9.81,1.29,ml,7,133,0.04857,0.07,uw,uw61170546,2016-06-20T18:49:16.550Z,"10km SW of Bridgeport, Washington",other event,0.39,0.82,0.056,9,reviewed,uw,uw
2016-06-19T22:11:16.000Z,62.7083,-150.3414,7.4,1.3,ml,,,,0.64,ak,ak13665367,2016-06-22T20:38:53.283Z,"44km NNW of Talkeetna, Alaska",earthquake,0.2,0.1,,,reviewed,ak,ak
2016-06-19T22:02:57.000Z,63.7105,-147.7905,15,1,ml,,,,0.79,ak,ak13665365,2016-06-22T20:38:58.502Z,"60km ESE of Healy, Alaska",earthquake,0.2,0.1,,,reviewed,ak,ak
2016-06-19T21:56:56.910Z,38.8093333,-122.7825,0.4,1.43,md,45,27,0.004169,0.06,nc,nc72653171,2016-06-21T21:11:02.211Z,"4km NNW of The Geysers, California",earthquake,0.08,0.15,0.238,16,reviewed,nc,nc
2016-06-19T21:54:45.000Z,59.7875,-151.1515,38.4,2.3,ml,,,,0.5,ak,ak13665340,2016-06-22T20:38:57.292Z,"9km NE of Fritz Creek, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-06-19T21:37:35.000Z,63.5311,-151.0867,10.2,1.3,ml,,,,0.69,ak,ak13665339,2016-06-22T20:39:01.367Z,"107km W of Cantwell, Alaska",earthquake,0.3,0.1,,,reviewed,ak,ak
2016-06-19T21:30:25.000Z,53.166,-168.19,55.7,2.3,ml,,,,0.34,ak,ak13665337,2016-06-22T20:40:18.553Z,"52km ENE of Nikolski, Alaska",earthquake,1.8,0.3,,,reviewed,ak,ak
2016-06-19T21:23:58.410Z,41.6986667,-111.6966667,18,1.15,ml,14,114,0.1174,0.12,uu,uu60151397,2016-06-21T21:04:19.760Z,"10km E of Providence, Utah",earthquake,0.6,1.5,0.414,2,reviewed,uu,uu
